,Model,Position,Weight,Pressure,Temperature
695,MPL,10,0,140531.25, 22.00
696,MPL,10,0,140531.75, 22.00
697,MPL,10,0,140528.50, 22.00
698,MPL,10,0,140532.75, 22.06
699,MPL,10,0,140535.25, 22.00
700,MPL,10,35,140532.75, 22.00
701,MPL,10,35,140532.75, 21.81
702,MPL,10,35,140472.00, 21.94
703,MPL,10,35,140495.75, 21.94
704,MPL,10,35,140503.50, 21.94
705,MPL,10,35,140506.25, 21.94
706,MPL,10,35,140511.75, 21.94
707,MPL,10,35,140509.25, 21.94
708,MPL,10,35,140514.00, 22.00
709,MPL,10,35,140515.00, 22.00
710,MPL,10,35,140517.75, 22.00
711,MPL,10,35,140520.75, 22.00
712,MPL,10,35,140519.75, 22.00
713,MPL,10,35,140523.50, 22.00
714,MPL,10,35,140522.00, 22.00
715,MPL,10,35,140521.50, 22.00
716,MPL,10,35,140525.75, 22.00
717,MPL,10,35,140525.00, 22.00
718,MPL,10,35,140526.50, 22.00
719,MPL,10,35,140527.25, 22.00
720,MPL,10,35,140530.25, 22.00
721,MPL,10,35,140527.50, 22.00
722,MPL,10,35,140531.00, 22.00
723,MPL,10,35,140527.50, 22.00
724,MPL,10,35,140528.50, 22.00
725,MPL,10,35,140530.25, 22.00
726,MPL,10,35,140527.75, 22.06
727,MPL,10,35,140535.25, 22.00
728,MPL,10,35,140530.25, 22.00
729,MPL,10,35,140528.75, 22.00
730,MPL,10,35,140532.75, 22.00
731,MPL,10,35,140529.50, 22.06
732,MPL,10,35,140535.50, 22.00
733,MPL,10,35,140531.25, 22.06
734,MPL,10,35,140535.25, 22.06
735,MPL,10,35,140533.50, 22.06
736,MPL,10,35,140533.75, 22.00
737,MPL,10,35,140533.00, 22.00
738,MPL,10,35,140529.50, 22.00
739,MPL,10,35,140529.25, 22.00
740,MPL,10,35,140530.00, 22.00
741,MPL,10,35,140530.50, 22.06
742,MPL,10,35,140534.00, 22.06
743,MPL,10,35,140536.50, 22.06
744,MPL,10,35,140533.50, 22.06
745,MPL,10,35,140534.75, 22.06
746,MPL,10,35,140536.75, 22.06
747,MPL,10,35,140536.25, 22.06
748,MPL,10,35,140534.50, 22.06
749,MPL,10,35,140535.00, 22.06
750,MPL,10,35,140533.75, 22.06
751,MPL,10,35,140538.50, 22.06
752,MPL,10,35,140535.50, 22.06
753,MPL,10,35,140536.50, 22.06
754,MPL,10,35,140537.00, 22.06
755,MPL,10,35,140533.25, 22.06
756,MPL,10,35,140543.25, 22.06
757,MPL,10,35,140539.00, 22.06
758,MPL,10,35,140534.75, 22.06
759,MPL,10,35,140537.50, 22.06
760,MPL,10,35,140538.00, 22.06
761,MPL,10,35,140534.50, 22.06
762,MPL,10,35,140537.00, 22.06
763,MPL,10,35,140535.50, 22.06
764,MPL,10,35,140537.75, 22.06
765,MPL,10,35,140540.25, 22.06
766,MPL,10,35,140536.25, 22.06
767,MPL,10,35,140540.00, 22.06
768,MPL,10,35,140537.50, 22.06
769,MPL,10,35,140540.75, 22.06
770,MPL,10,35,140540.50, 22.06
771,MPL,10,35,140541.25, 22.06
772,MPL,10,35,140543.25, 22.06
773,MPL,10,35,140542.25, 22.06
774,MPL,10,35,140540.25, 22.06
775,MPL,10,35,140539.00, 22.06
776,MPL,10,35,140540.75, 22.06
777,MPL,10,35,140542.75, 22.06
778,MPL,10,35,140544.75, 22.06
779,MPL,10,35,140538.75, 22.06
780,MPL,10,35,140542.75, 22.06
781,MPL,10,35,140543.25, 22.06
782,MPL,10,35,140539.75, 22.06
783,MPL,10,35,140541.50, 22.06
784,MPL,10,35,140542.25, 22.06
785,MPL,10,35,140539.00, 22.06
786,MPL,10,35,140541.00, 22.06
787,MPL,10,35,140544.50, 22.06
788,MPL,10,35,140544.00, 22.06
789,MPL,10,35,140541.25, 22.06
790,MPL,10,35,140539.75, 22.06
791,MPL,10,35,140542.00, 22.06
792,MPL,10,35,140541.75, 22.06
793,MPL,10,35,140544.75, 22.06
794,MPL,10,35,140540.25, 22.06
795,MPL,10,35,140545.00, 22.06
796,MPL,10,35,140544.25, 22.06
797,MPL,10,35,140546.25, 22.06
798,MPL,10,35,140541.50, 22.06
799,MPL,10,35,140546.50, 22.06
800,MPL,10,0,140542.50, 22.06
801,MPL,10,0,140542.50, 21.87
802,MPL,10,0,140487.25, 21.94
803,MPL,10,0,140505.25, 22.00
804,MPL,10,0,140514.50, 21.94
805,MPL,10,0,140512.25, 22.00
806,MPL,10,0,140519.25, 22.00
807,MPL,10,0,140521.50, 22.00
808,MPL,10,0,140523.75, 22.00
809,MPL,10,0,140529.50, 22.00
810,MPL,10,0,140527.75, 22.00
811,MPL,10,0,140528.50, 22.00
812,MPL,10,0,140529.25, 22.00
813,MPL,10,0,140533.00, 22.06
814,MPL,10,0,140534.25, 22.00
815,MPL,10,0,140530.75, 22.00
816,MPL,10,0,140532.25, 22.06
817,MPL,10,0,140535.50, 22.00
818,MPL,10,0,140533.00, 22.06
819,MPL,10,0,140537.00, 22.06
820,MPL,10,0,140536.50, 22.06
821,MPL,10,0,140539.75, 22.06
822,MPL,10,0,140536.25, 22.06
823,MPL,10,0,140534.25, 22.06
824,MPL,10,0,140541.75, 22.06
825,MPL,10,0,140534.75, 22.06
826,MPL,10,0,140537.25, 22.06
827,MPL,10,0,140539.00, 22.06
828,MPL,10,0,140536.25, 22.06
829,MPL,10,0,140541.75, 22.06
830,MPL,10,0,140541.50, 22.06
831,MPL,10,0,140539.00, 22.06
832,MPL,10,0,140544.50, 22.06
833,MPL,10,0,140547.25, 22.06
834,MPL,10,0,140541.50, 22.06
835,MPL,10,0,140549.50, 22.06
836,MPL,10,0,140541.50, 22.06
837,MPL,10,0,140543.50, 22.06
838,MPL,10,0,140546.00, 22.06
839,MPL,10,0,140547.00, 22.06
840,MPL,10,0,140547.25, 22.06
841,MPL,10,0,140546.50, 22.06
842,MPL,10,0,140543.25, 22.06
843,MPL,10,0,140541.50, 22.06
844,MPL,10,0,140547.50, 22.06
845,MPL,10,0,140548.50, 22.06
846,MPL,10,0,140543.25, 22.06
847,MPL,10,0,140547.50, 22.06
848,MPL,10,0,140543.25, 22.06
849,MPL,10,0,140548.50, 22.06
850,MPL,10,0,140545.25, 22.06
851,MPL,10,0,140549.50, 22.12
852,MPL,10,0,140553.25, 22.06
853,MPL,10,0,140542.75, 22.06
854,MPL,10,0,140548.25, 22.06
855,MPL,10,0,140547.50, 22.06
856,MPL,10,0,140547.75, 22.06
857,MPL,10,0,140549.75, 22.06
858,MPL,10,0,140550.00, 22.06
859,MPL,10,0,140549.75, 22.06
860,MPL,10,0,140547.25, 22.06
861,MPL,10,0,140549.50, 22.06
862,MPL,10,0,140549.00, 22.06
863,MPL,10,0,140551.75, 22.06
864,MPL,10,0,140551.50, 22.06
865,MPL,10,0,140550.75, 22.12
866,MPL,10,0,140555.00, 22.06
867,MPL,10,0,140551.50, 22.06
868,MPL,10,0,140549.25, 22.06
869,MPL,10,0,140549.00, 22.06
870,MPL,10,0,140552.00, 22.06
871,MPL,10,0,140550.00, 22.06
872,MPL,10,0,140549.50, 22.06
873,MPL,10,0,140550.00, 22.06
874,MPL,10,0,140551.75, 22.06
875,MPL,10,0,140550.50, 22.06
876,MPL,10,0,140548.50, 22.06
877,MPL,10,0,140549.50, 22.12
878,MPL,10,0,140552.25, 22.12
879,MPL,10,0,140552.25, 22.06
880,MPL,10,0,140548.25, 22.12
881,MPL,10,0,140554.00, 22.12
882,MPL,10,0,140557.00, 22.12
883,MPL,10,0,140552.25, 22.12
884,MPL,10,0,140553.50, 22.06
885,MPL,10,0,140549.75, 22.12
886,MPL,10,0,140552.25, 22.06
887,MPL,10,0,140545.75, 22.12
888,MPL,10,0,140555.00, 22.06
889,MPL,10,0,140551.75, 22.12
890,MPL,10,0,140554.75, 22.12
891,MPL,10,0,140552.75, 22.12
892,MPL,10,0,140553.50, 22.12
893,MPL,10,0,140552.50, 22.12
894,MPL,10,0,140554.50, 22.12
895,MPL,10,0,140555.75, 22.12
896,MPL,10,0,140554.50, 22.12
897,MPL,10,0,140558.50, 22.12
898,MPL,10,0,140552.75, 22.12
899,MPL,10,0,140555.75, 22.12
900,MPL,15,0,140554.25, 22.12
901,MPL,15,0,140554.25, 21.87
902,MPL,15,0,140492.00, 22.00
903,MPL,15,0,140515.50, 22.00
904,MPL,15,0,140523.00, 22.00
905,MPL,15,0,140528.25, 22.00
906,MPL,15,0,140531.25, 22.06
907,MPL,15,0,140534.75, 22.06
908,MPL,15,0,140537.00, 22.06
909,MPL,15,0,140536.75, 22.06
910,MPL,15,0,140541.25, 22.06
911,MPL,15,0,140538.50, 22.06
912,MPL,15,0,140542.50, 22.06
913,MPL,15,0,140544.50, 22.06
914,MPL,15,0,140540.75, 22.06
915,MPL,15,0,140544.50, 22.06
916,MPL,15,0,140542.50, 22.06
917,MPL,15,0,140546.50, 22.06
918,MPL,15,0,140544.25, 22.06
919,MPL,15,0,140547.75, 22.06
920,MPL,15,0,140547.75, 22.06
921,MPL,15,0,140548.00, 22.06
922,MPL,15,0,140549.50, 22.06
923,MPL,15,0,140550.00, 22.12
924,MPL,15,0,140554.75, 22.12
925,MPL,15,0,140552.75, 22.06
926,MPL,15,0,140548.75, 22.12
927,MPL,15,0,140552.25, 22.12
928,MPL,15,0,140552.50, 22.06
929,MPL,15,0,140552.00, 22.12
930,MPL,15,0,140555.50, 22.12
931,MPL,15,0,140552.50, 22.12
932,MPL,15,0,140557.50, 22.12
933,MPL,15,0,140552.75, 22.12
934,MPL,15,0,140554.00, 22.12
935,MPL,15,0,140552.25, 22.12
936,MPL,15,0,140554.25, 22.12
937,MPL,15,0,140557.00, 22.12
938,MPL,15,0,140556.75, 22.12
939,MPL,15,0,140556.25, 22.12
940,MPL,15,0,140552.75, 22.12
941,MPL,15,0,140555.75, 22.12
942,MPL,15,0,140555.25, 22.12
943,MPL,15,0,140554.50, 22.12
944,MPL,15,0,140558.00, 22.12
945,MPL,15,0,140557.75, 22.12
946,MPL,15,0,140559.50, 22.12
947,MPL,15,0,140557.50, 22.12
948,MPL,15,0,140555.75, 22.12
949,MPL,15,0,140557.50, 22.12
950,MPL,15,0,140556.00, 22.12
951,MPL,15,0,140561.75, 22.12
952,MPL,15,0,140557.75, 22.12
953,MPL,15,0,140558.50, 22.12
954,MPL,15,0,140560.75, 22.12
955,MPL,15,0,140560.00, 22.12
956,MPL,15,0,140558.50, 22.12
957,MPL,15,0,140560.75, 22.12
958,MPL,15,0,140559.75, 22.12
959,MPL,15,0,140560.50, 22.12
960,MPL,15,0,140559.75, 22.12
961,MPL,15,0,140563.75, 22.12
962,MPL,15,0,140558.75, 22.12
963,MPL,15,0,140563.00, 22.12
964,MPL,15,0,140558.25, 22.12
965,MPL,15,0,140563.25, 22.12
966,MPL,15,0,140563.50, 22.12
967,MPL,15,0,140563.00, 22.12
968,MPL,15,0,140561.50, 22.12
969,MPL,15,0,140556.25, 22.12
970,MPL,15,0,140562.50, 22.12
971,MPL,15,0,140563.50, 22.12
972,MPL,15,0,140560.00, 22.12
973,MPL,15,0,140563.50, 22.12
974,MPL,15,0,140563.50, 22.12
975,MPL,15,0,140562.00, 22.12
976,MPL,15,0,140564.75, 22.12
977,MPL,15,0,140565.25, 22.12
978,MPL,15,0,140563.50, 22.12
979,MPL,15,0,140564.00, 22.12
980,MPL,15,0,140564.75, 22.12
981,MPL,15,0,140565.00, 22.12
982,MPL,15,0,140559.00, 22.12
983,MPL,15,0,140563.25, 22.12
984,MPL,15,0,140561.50, 22.12
985,MPL,15,0,140559.75, 22.12
986,MPL,15,0,140564.25, 22.12
987,MPL,15,0,140565.00, 22.12
988,MPL,15,0,140566.25, 22.12
989,MPL,15,0,140561.75, 22.12
990,MPL,15,0,140563.25, 22.12
991,MPL,15,0,140565.75, 22.12
992,MPL,15,0,140563.25, 22.12
993,MPL,15,0,140563.25, 22.12
994,MPL,15,0,140567.00, 22.12
995,MPL,15,0,140568.50, 22.12
996,MPL,15,0,140560.75, 22.12
997,MPL,15,0,140568.75, 22.12
998,MPL,15,0,140567.75, 22.12
999,MPL,15,0,140561.25, 22.12
1000,MPL,15,35,140565.50, 22.12
1001,MPL,15,35,140565.50, 21.94
1002,MPL,15,35,140508.50, 22.00
1003,MPL,15,35,140526.00, 22.00
1004,MPL,15,35,140530.75, 22.06
1005,MPL,15,35,140540.00, 22.06
1006,MPL,15,35,140539.00, 22.06
1007,MPL,15,35,140548.75, 22.06
1008,MPL,15,35,140547.50, 22.06
1009,MPL,15,35,140547.75, 22.06
1010,MPL,15,35,140549.75, 22.12
1011,MPL,15,35,140554.00, 22.12
1012,MPL,15,35,140552.50, 22.12
1013,MPL,15,35,140556.00, 22.12
1014,MPL,15,35,140554.00, 22.12
1015,MPL,15,35,140555.50, 22.12
1016,MPL,15,35,140554.50, 22.12
1017,MPL,15,35,140557.00, 22.12
1018,MPL,15,35,140556.00, 22.12
1019,MPL,15,35,140556.00, 22.12
1020,MPL,15,35,140555.25, 22.12
1021,MPL,15,35,140556.50, 22.12
1022,MPL,15,35,140562.00, 22.12
1023,MPL,15,35,140561.50, 22.12
1024,MPL,15,35,140560.00, 22.12
1025,MPL,15,35,140561.50, 22.12
1026,MPL,15,35,140560.75, 22.12
1027,MPL,15,35,140562.25, 22.12
1028,MPL,15,35,140563.75, 22.12
1029,MPL,15,35,140564.75, 22.12
1030,MPL,15,35,140564.75, 22.12
1031,MPL,15,35,140563.50, 22.12
1032,MPL,15,35,140561.75, 22.12
1033,MPL,15,35,140564.75, 22.12
1034,MPL,15,35,140563.00, 22.12
1035,MPL,15,35,140564.25, 22.12
1036,MPL,15,35,140563.00, 22.12
1037,MPL,15,35,140567.50, 22.12
1038,MPL,15,35,140563.00, 22.12
1039,MPL,15,35,140567.50, 22.12
1040,MPL,15,35,140564.75, 22.12
1041,MPL,15,35,140568.75, 22.12
1042,MPL,15,35,140568.25, 22.12
1043,MPL,15,35,140568.50, 22.12
1044,MPL,15,35,140569.50, 22.12
1045,MPL,15,35,140566.75, 22.12
1046,MPL,15,35,140566.50, 22.12
1047,MPL,15,35,140566.75, 22.12
1048,MPL,15,35,140569.50, 22.12
1049,MPL,15,35,140569.75, 22.12
1050,MPL,15,35,140569.50, 22.12
1051,MPL,15,35,140567.25, 22.12
1052,MPL,15,35,140566.25, 22.12
1053,MPL,15,35,140568.75, 22.12
1054,MPL,15,35,140568.75, 22.12
1055,MPL,15,35,140569.75, 22.19
1056,MPL,15,35,140571.00, 22.12
1057,MPL,15,35,140570.75, 22.19
1058,MPL,15,35,140572.50, 22.19
1059,MPL,15,35,140571.00, 22.19
1060,MPL,15,35,140571.75, 22.19
1061,MPL,15,35,140573.75, 22.19
1062,MPL,15,35,140571.75, 22.19
1063,MPL,15,35,140572.25, 22.19
1064,MPL,15,35,140573.50, 22.19
1065,MPL,15,35,140574.00, 22.19
1066,MPL,15,35,140571.25, 22.19
1067,MPL,15,35,140572.25, 22.19
1068,MPL,15,35,140574.25, 22.19
1069,MPL,15,35,140575.75, 22.19
1070,MPL,15,35,140573.50, 22.12
1071,MPL,15,35,140570.50, 22.19
1072,MPL,15,35,140576.75, 22.12
1073,MPL,15,35,140570.75, 22.12
1074,MPL,15,35,140570.00, 22.19
1075,MPL,15,35,140573.25, 22.19
1076,MPL,15,35,140577.25, 22.19
1077,MPL,15,35,140576.25, 22.19
1078,MPL,15,35,140574.75, 22.19
1079,MPL,15,35,140572.25, 22.19
1080,MPL,15,35,140575.50, 22.19
1081,MPL,15,35,140573.50, 22.19
1082,MPL,15,35,140573.75, 22.19
1083,MPL,15,35,140573.00, 22.19
1084,MPL,15,35,140572.50, 22.19
1085,MPL,15,35,140572.50, 22.19
1086,MPL,15,35,140571.00, 22.19
1087,MPL,15,35,140576.00, 22.19
1088,MPL,15,35,140574.50, 22.19
1089,MPL,15,35,140581.75, 22.19
1090,MPL,15,35,140579.25, 22.19
1091,MPL,15,35,140574.75, 22.19
1092,MPL,15,35,140574.75, 22.19
1093,MPL,15,35,140574.00, 22.19
1094,MPL,15,35,140577.00, 22.19
1095,MPL,15,35,140580.50, 22.19
1096,MPL,15,35,140577.00, 22.19
1097,MPL,15,35,140576.00, 22.19
1098,MPL,15,35,140574.50, 22.19
1099,MPL,15,35,140577.25, 22.19
1100,MPL,15,0,140575.25, 22.19
1101,MPL,15,0,140575.25, 22.00
1102,MPL,15,0,140523.50, 22.06
1103,MPL,15,0,140543.75, 22.12
1104,MPL,15,0,140553.50, 22.12
1105,MPL,15,0,140554.00, 22.12
1106,MPL,15,0,140555.25, 22.12
1107,MPL,15,0,140562.00, 22.12
1108,MPL,15,0,140564.25, 22.12
1109,MPL,15,0,140562.50, 22.12
1110,MPL,15,0,140562.50, 22.12
1111,MPL,15,0,140565.00, 22.12
1112,MPL,15,0,140568.75, 22.12
1113,MPL,15,0,140568.25, 22.19
1114,MPL,15,0,140571.25, 22.12
1115,MPL,15,0,140567.75, 22.12
1116,MPL,15,0,140567.50, 22.12
1117,MPL,15,0,140570.00, 22.12
1118,MPL,15,0,140569.75, 22.19
1119,MPL,15,0,140571.25, 22.12
1120,MPL,15,0,140570.50, 22.19
1121,MPL,15,0,140573.50, 22.19
1122,MPL,15,0,140577.50, 22.19
1123,MPL,15,0,140577.25, 22.19
1124,MPL,15,0,140576.75, 22.19
1125,MPL,15,0,140573.25, 22.19
1126,MPL,15,0,140576.75, 22.19
1127,MPL,15,0,140573.75, 22.19
1128,MPL,15,0,140576.75, 22.19
1129,MPL,15,0,140577.50, 22.19
1130,MPL,15,0,140578.00, 22.19
1131,MPL,15,0,140577.25, 22.19
1132,MPL,15,0,140578.50, 22.19
1133,MPL,15,0,140577.50, 22.19
1134,MPL,15,0,140575.50, 22.19
1135,MPL,15,0,140577.25, 22.19
1136,MPL,15,0,140581.25, 22.19
1137,MPL,15,0,140581.00, 22.19
1138,MPL,15,0,140578.25, 22.19
1139,MPL,15,0,140583.00, 22.19
1140,MPL,15,0,140579.50, 22.19
1141,MPL,15,0,140581.75, 22.19
1142,MPL,15,0,140580.50, 22.19
1143,MPL,15,0,140583.50, 22.19
1144,MPL,15,0,140579.00, 22.19
1145,MPL,15,0,140578.50, 22.19
1146,MPL,15,0,140574.25, 22.19
1147,MPL,15,0,140581.00, 22.19
1148,MPL,15,0,140579.25, 22.19
1149,MPL,15,0,140582.75, 22.19
1150,MPL,15,0,140580.75, 22.19
1151,MPL,15,0,140584.25, 22.19
1152,MPL,15,0,140581.75, 22.19
1153,MPL,15,0,140586.00, 22.19
1154,MPL,15,0,140585.00, 22.19
1155,MPL,15,0,140583.25, 22.19
1156,MPL,15,0,140585.00, 22.19
1157,MPL,15,0,140582.00, 22.19
1158,MPL,15,0,140583.50, 22.19
1159,MPL,15,0,140583.25, 22.19
1160,MPL,15,0,140580.25, 22.19
1161,MPL,15,0,140587.25, 22.19
1162,MPL,15,0,140583.00, 22.19
1163,MPL,15,0,140583.50, 22.19
1164,MPL,15,0,140580.25, 22.19
1165,MPL,15,0,140582.00, 22.19
1166,MPL,15,0,140582.75, 22.19
1167,MPL,15,0,140588.00, 22.19
1168,MPL,15,0,140583.25, 22.19
1169,MPL,15,0,140585.00, 22.19
1170,MPL,15,0,140582.75, 22.19
1171,MPL,15,0,140582.75, 22.19
1172,MPL,15,0,140585.50, 22.19
1173,MPL,15,0,140583.25, 22.19
1174,MPL,15,0,140584.00, 22.19
1175,MPL,15,0,140585.00, 22.19
1176,MPL,15,0,140583.50, 22.19
1177,MPL,15,0,140584.00, 22.19
1178,MPL,15,0,140586.25, 22.19
1179,MPL,15,0,140581.50, 22.19
1180,MPL,15,0,140585.25, 22.19
1181,MPL,15,0,140589.75, 22.19
1182,MPL,15,0,140588.50, 22.19
1183,MPL,15,0,140587.00, 22.19
1184,MPL,15,0,140589.75, 22.19
1185,MPL,15,0,140587.50, 22.19
1186,MPL,15,0,140582.75, 22.19
1187,MPL,15,0,140582.50, 22.19
1188,MPL,15,0,140589.75, 22.19
1189,MPL,15,0,140585.50, 22.19
1190,MPL,15,0,140588.25, 22.19
1191,MPL,15,0,140588.00, 22.19
1192,MPL,15,0,140587.00, 22.25
1193,MPL,15,0,140590.25, 22.19
1194,MPL,15,0,140588.00, 22.19
1195,MPL,15,0,140586.00, 22.19
1196,MPL,15,0,140588.25, 22.19
1197,MPL,15,0,140586.25, 22.25
1198,MPL,15,0,140594.25, 22.25
1199,MPL,15,0,140591.50, 22.19
1200,MPL,20,0,140591.75, 22.25
1201,MPL,20,0,140591.75, 22.00
1202,MPL,20,0,140521.25, 22.06
1203,MPL,20,0,140544.50, 22.06
1204,MPL,20,0,140551.75, 22.12
1205,MPL,20,0,140558.50, 22.12
1206,MPL,20,0,140557.00, 22.12
1207,MPL,20,0,140563.75, 22.12
1208,MPL,20,0,140563.25, 22.12
1209,MPL,20,0,140568.25, 22.19
1210,MPL,20,0,140572.00, 22.12
1211,MPL,20,0,140568.25, 22.12
1212,MPL,20,0,140569.50, 22.19
1213,MPL,20,0,140574.00, 22.19
1214,MPL,20,0,140577.75, 22.19
1215,MPL,20,0,140573.25, 22.19
1216,MPL,20,0,140579.50, 22.19
1217,MPL,20,0,140578.25, 22.19
1218,MPL,20,0,140582.00, 22.19
1219,MPL,20,0,140580.00, 22.19
1220,MPL,20,0,140580.25, 22.19
1221,MPL,20,0,140584.00, 22.19
1222,MPL,20,0,140583.00, 22.19
1223,MPL,20,0,140579.75, 22.19
1224,MPL,20,0,140585.50, 22.19
1225,MPL,20,0,140584.00, 22.19
1226,MPL,20,0,140584.00, 22.19
1227,MPL,20,0,140585.50, 22.19
1228,MPL,20,0,140586.50, 22.19
1229,MPL,20,0,140587.25, 22.19
1230,MPL,20,0,140588.50, 22.19
1231,MPL,20,0,140587.75, 22.19
1232,MPL,20,0,140585.50, 22.19
1233,MPL,20,0,140590.00, 22.19
1234,MPL,20,0,140588.25, 22.19
1235,MPL,20,0,140586.25, 22.19
1236,MPL,20,0,140588.00, 22.19
1237,MPL,20,0,140586.75, 22.25
1238,MPL,20,0,140591.50, 22.19
1239,MPL,20,0,140588.00, 22.19
1240,MPL,20,0,140587.00, 22.19
1241,MPL,20,0,140588.75, 22.19
1242,MPL,20,0,140590.00, 22.25
1243,MPL,20,0,140591.25, 22.19
1244,MPL,20,0,140590.00, 22.25
1245,MPL,20,0,140592.00, 22.25
1246,MPL,20,0,140590.25, 22.25
1247,MPL,20,0,140590.25, 22.25
1248,MPL,20,0,140594.75, 22.19
1249,MPL,20,0,140587.00, 22.19
1250,MPL,20,0,140590.00, 22.25
1251,MPL,20,0,140595.25, 22.25
1252,MPL,20,0,140591.50, 22.25
1253,MPL,20,0,140594.50, 22.25
1254,MPL,20,0,140598.25, 22.25
1255,MPL,20,0,140594.25, 22.25
1256,MPL,20,0,140592.50, 22.25
1257,MPL,20,0,140594.25, 22.25
1258,MPL,20,0,140594.50, 22.25
1259,MPL,20,0,140594.50, 22.25
1260,MPL,20,0,140594.25, 22.25
1261,MPL,20,0,140595.50, 22.25
1262,MPL,20,0,140596.25, 22.25
1263,MPL,20,0,140593.00, 22.25
1264,MPL,20,0,140599.00, 22.25
1265,MPL,20,0,140593.00, 22.25
1266,MPL,20,0,140597.50, 22.25
1267,MPL,20,0,140594.50, 22.25
1268,MPL,20,0,140597.50, 22.25
1269,MPL,20,0,140598.75, 22.25
1270,MPL,20,0,140595.50, 22.25
1271,MPL,20,0,140597.00, 22.25
1272,MPL,20,0,140598.00, 22.25
1273,MPL,20,0,140597.75, 22.25
1274,MPL,20,0,140593.75, 22.25
1275,MPL,20,0,140598.00, 22.25
1276,MPL,20,0,140599.50, 22.25
1277,MPL,20,0,140598.00, 22.25
1278,MPL,20,0,140597.50, 22.25
1279,MPL,20,0,140598.00, 22.25
1280,MPL,20,0,140598.25, 22.25
1281,MPL,20,0,140595.75, 22.25
1282,MPL,20,0,140597.75, 22.25
1283,MPL,20,0,140593.75, 22.25
1284,MPL,20,0,140597.75, 22.25
1285,MPL,20,0,140596.00, 22.25
1286,MPL,20,0,140597.75, 22.25
1287,MPL,20,0,140598.25, 22.25
1288,MPL,20,0,140601.50, 22.25
1289,MPL,20,0,140595.25, 22.25
1290,MPL,20,0,140598.75, 22.25
1291,MPL,20,0,140597.75, 22.25
1292,MPL,20,0,140601.25, 22.25
1293,MPL,20,0,140603.25, 22.25
1294,MPL,20,0,140602.50, 22.25
1295,MPL,20,0,140598.75, 22.25
1296,MPL,20,0,140604.25, 22.25
1297,MPL,20,0,140600.75, 22.25
1298,MPL,20,0,140600.50, 22.25
1299,MPL,20,0,140604.00, 22.25
1300,MPL,20,35,140604.75, 22.25
1301,MPL,20,35,140604.75, 22.06
1302,MPL,20,35,140541.75, 22.12
1303,MPL,20,35,140561.50, 22.12
1304,MPL,20,35,140569.75, 22.19
1305,MPL,20,35,140575.50, 22.19
1306,MPL,20,35,140575.25, 22.19
1307,MPL,20,35,140579.50, 22.19
1308,MPL,20,35,140586.25, 22.19
1309,MPL,20,35,140585.50, 22.19
1310,MPL,20,35,140584.75, 22.19
1311,MPL,20,35,140587.00, 22.25
1312,MPL,20,35,140591.50, 22.19
1313,MPL,20,35,140588.25, 22.25
1314,MPL,20,35,140591.25, 22.25
1315,MPL,20,35,140590.50, 22.25
1316,MPL,20,35,140595.75, 22.25
1317,MPL,20,35,140594.75, 22.25
1318,MPL,20,35,140595.75, 22.25
1319,MPL,20,35,140603.25, 22.25
1320,MPL,20,35,140598.25, 22.25
1321,MPL,20,35,140599.00, 22.25
1322,MPL,20,35,140601.75, 22.25
1323,MPL,20,35,140596.25, 22.25
1324,MPL,20,35,140598.50, 22.25
1325,MPL,20,35,140599.00, 22.25
1326,MPL,20,35,140595.25, 22.25
1327,MPL,20,35,140603.00, 22.25
1328,MPL,20,35,140601.75, 22.25
1329,MPL,20,35,140598.50, 22.25
1330,MPL,20,35,140599.00, 22.25
1331,MPL,20,35,140604.25, 22.25
1332,MPL,20,35,140603.25, 22.25
1333,MPL,20,35,140602.50, 22.25
1334,MPL,20,35,140605.00, 22.25
1335,MPL,20,35,140606.50, 22.25
1336,MPL,20,35,140606.75, 22.25
1337,MPL,20,35,140607.25, 22.25
1338,MPL,20,35,140606.00, 22.25
1339,MPL,20,35,140605.00, 22.25
1340,MPL,20,35,140606.50, 22.25
1341,MPL,20,35,140608.00, 22.31
1342,MPL,20,35,140609.50, 22.25
1343,MPL,20,35,140605.25, 22.25
1344,MPL,20,35,140607.75, 22.25
1345,MPL,20,35,140606.75, 22.25
1346,MPL,20,35,140608.75, 22.31
1347,MPL,20,35,140609.00, 22.25
1348,MPL,20,35,140608.75, 22.25
1349,MPL,20,35,140608.00, 22.31
1350,MPL,20,35,140613.50, 22.31
1351,MPL,20,35,140609.00, 22.31
1352,MPL,20,35,140609.50, 22.31
1353,MPL,20,35,140611.25, 22.31
1354,MPL,20,35,140610.00, 22.31
1355,MPL,20,35,140613.25, 22.31
1356,MPL,20,35,140609.50, 22.31
1357,MPL,20,35,140609.50, 22.31
1358,MPL,20,35,140609.75, 22.31
1359,MPL,20,35,140611.50, 22.31
1360,MPL,20,35,140611.75, 22.25
1361,MPL,20,35,140608.50, 22.31
1362,MPL,20,35,140612.50, 22.31
1363,MPL,20,35,140615.25, 22.31
1364,MPL,20,35,140610.50, 22.31
1365,MPL,20,35,140612.25, 22.31
1366,MPL,20,35,140609.75, 22.31
1367,MPL,20,35,140613.00, 22.31
1368,MPL,20,35,140616.50, 22.31
1369,MPL,20,35,140615.25, 22.31
1370,MPL,20,35,140613.25, 22.31
1371,MPL,20,35,140615.25, 22.31
1372,MPL,20,35,140614.75, 22.31
1373,MPL,20,35,140612.50, 22.31
1374,MPL,20,35,140616.50, 22.31
